"","text","cleaned_text","hashtag","tagged_account"
"86","The Democrats whose votes we need in the Senate will probably vote against Border Security and the Wall even though they know it is DESPERATELY NEEDED. If the Dems vote no there will be a shutdown that will last for a very long time. People don’t want Open Borders and Crime!","The Democrats whose votes we need in the Senate will probably vote against Border Security and the Wall even though they know it is DESPERATELY NEEDED If the Dems vote no there will be a shutdown that will last for a very long time People dont want Open Borders and Crime","",""
"87","No matter what happens today in the Senate Republican House Members should be very proud of themselves. They flew back to Washington from all parts of the World in order to vote for Border Security and the Wall. Not one Democrat voted yes and we won big. I am very proud of you!","No matter what happens today in the Senate Republican House Members should be very proud of themselves They flew back to Washington from all parts of the World in order to vote for Border Security and the Wall Not one Democrat voted yes and we won big I am very proud of you","",""
"88",".....on a Border is only effective in conjunction with a Wall. Properly designed and built Walls work and the Democrats are lying when they say they don’t. In Israel the Wall is 99.9% successful. Will not be any different on our Southern Border! Hundreds of $Billions saved!","on a Border is only effective in conjunction with a Wall Properly designed and built Walls work and the Democrats are lying when they say they dont In Israel the Wall is 999 successful Will not be any different on our Southern Border Hundreds of Billions saved","",""
"89","The Democrats are trying to belittle the concept of a Wall calling it old fashioned. The fact is there is nothing else’s that will work and that has been true for thousands of years. It’s like the wheel there is nothing better. I know tech better than anyone &amp; technology.....","The Democrats are trying to belittle the concept of a Wall calling it old fashioned The fact is there is nothing elses that will work and that has been true for thousands of years Its like the wheel there is nothing better I know tech better than anyone amp technology","",""
"90","Senator Mitch McConnell should fight for the Wall and Border Security as hard as he fought for anything. He will need Democrat votes but as shown in the House good things happen. If enough Dems don’t vote it will be a Democrat Shutdown! House Republicans were great yesterday!","Senator Mitch McConnell should fight for the Wall and Border Security as hard as he fought for anything He will need Democrat votes but as shown in the House good things happen If enough Dems dont vote it will be a Democrat Shutdown House Republicans were great yesterday","",""
"91","Soon to be Speaker Nancy Pelosi said last week live from the Oval Office that the Republicans didn’t have the votes for Border Security. Today the House Republicans voted and won 217-185. Nancy does not have to apologize. All I want is GREAT BORDER SECURITY!","Soon to be Speaker Nancy Pelosi said last week live from the Oval Office that the Republicans didnt have the votes for Border Security Today the House Republicans voted and won 217185 Nancy does not have to apologize All I want is GREAT BORDER SECURITY","",""
"92","Thank you to our GREAT Republican Members of Congress for your VOTE to fund Border Security and the Wall. The final numbers were 217-185 and many have said that the enthusiasm was greater than they have ever seen before. So proud of you all. Now on to the Senate!","Thank you to our GREAT Republican Members of Congress for your VOTE to fund Border Security and the Wall The final numbers were 217185 and many have said that the enthusiasm was greater than they have ever seen before So proud of you all Now on to the Senate","",""
"93","General Jim Mattis will be retiring with distinction at the end of February after having served my Administration as Secretary of Defense for the past two years. During Jim’s tenure tremendous progress has been made especially with respect to the purchase of new fighting....","General Jim Mattis will be retiring with distinction at the end of February after having served my Administration as Secretary of Defense for the past two years During Jims tenure tremendous progress has been made especially with respect to the purchase of new fighting","",""
"94","....equipment. General Mattis was a great help to me in getting allies and other countries to pay their share of military obligations. A new Secretary of Defense will be named shortly. I greatly thank Jim for his service!","equipment General Mattis was a great help to me in getting allies and other countries to pay their share of military obligations A new Secretary of Defense will be named shortly I greatly thank Jim for his service","",""
"95","Democrats it is time to come together and put the SAFETY of the AMERICAN PEOPLE before POLITICS. Border security must become a #1 priority! https://t.co/Wck6UpQGil","Democrats it is time to come together and put the SAFETY of the AMERICAN PEOPLE before POLITICS Border security must become a  priority ","#1",""
"96","Farm Bill signing in 15 minutes! #Emmys #TBT https://t.co/KtSS17xvIn","Farm Bill signing in 15 minutes   ","#Emmys, #TBT",""
"97","So hard to believe that Lindsey Graham would be against saving soldier lives &amp; billions of $$$. Why are we fighting for our enemy Syria by staying &amp; killing ISIS for them Russia Iran &amp; other locals? Time to focus on our Country &amp; bring our youth back home where they belong!","So hard to believe that Lindsey Graham would be against saving soldier lives amp billions of  Why are we fighting for our enemy Syria by staying amp killing ISIS for them Russia Iran amp other locals Time to focus on our Country amp bring our youth back home where they belong","",""
"98","Congress just passed the Criminal Justice Reform Bill known as the #FirstStepAct. Congratulations! This is a great bi-partisan achievement for everybody. When both parties work together we can keep our Country safer. A wonderful thing for the U.S.A.!!","Congress just passed the Criminal Justice Reform Bill known as the  Congratulations This is a great bipartisan achievement for everybody When both parties work together we can keep our Country safer A wonderful thing for the USA","#FirstStepAct.",""
"99","When I begrudgingly signed the Omnibus Bill I was promised the Wall and Border Security by leadership. Would be done by end of year (NOW). It didn’t happen! We foolishly fight for Border Security for other countries - but not for our beloved U.S.A. Not good!","When I begrudgingly signed the Omnibus Bill I was promised the Wall and Border Security by leadership Would be done by end of year NOW It didnt happen We foolishly fight for Border Security for other countries  but not for our beloved USA Not good","",""
"100","RT @realDonaldTrump: After historic victories against ISIS it’s time to bring our great young people home! https://t.co/xoNjFzQFTp","RT  After historic victories against ISIS its time to bring our great young people home ","","@realDonaldTrump:"
"101","With so much talk about the Wall people are losing sight of the great job being done on our Southern Border by Border Patrol ICE and our great Military. Remember the Caravans? Well they didn’t get through and none are forming or on their way. Border is tight. Fake News silent!","With so much talk about the Wall people are losing sight of the great job being done on our Southern Border by Border Patrol ICE and our great Military Remember the Caravans Well they didnt get through and none are forming or on their way Border is tight Fake News silent","",""
"102","The Democrats who know Steel Slats (Wall) are necessary for Border Security are putting politics over Country. What they are just beginning to realize is that I will not sign any of their legislation including infrastructure unless it has perfect Border Security. U.S.A. WINS!","The Democrats who know Steel Slats Wall are necessary for Border Security are putting politics over Country What they are just beginning to realize is that I will not sign any of their legislation including infrastructure unless it has perfect Border Security USA WINS","",""
