"","text","cleaned_text","hashtag","tagged_account","filtered"
"1601","“People who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who entered the U.S. legally.” Chuck Schumer in 2009 before he went left and haywire!  @foxandfriends","People who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who entered the US legally Chuck Schumer in  before he went left and haywire  ","","@foxandfriends","people  enter  united states without  permission  illegal aliens  illegal aliens    treated    people  entered  us legally chuck schumer     went left  haywire  "
"1602","Congratulations to Bryan Steil on a wonderful win last night. You will be replacing a great guy in Paul Ryan and your win in November will make the entire State of Wisconsin very proud. You have my complete and total Endorsement!","Congratulations to Bryan Steil on a wonderful win last night You will be replacing a great guy in Paul Ryan and your win in November will make the entire State of Wisconsin very proud You have my complete and total Endorsement","","","congratulations  bryan steil   wonderful win last night    replacing  great guy  paul ryan   win  november  make  entire state  wisconsin  proud    complete  total endorsement"
"1603","Jeff Johnson of Minnesota had a big night in winning the Republican nomination for Governor against a very strong and well known opponent! Thanks for all of the support you showed me. You have my complete and total Endorsement. You will win in November!","Jeff Johnson of Minnesota had a big night in winning the Republican nomination for Governor against a very strong and well known opponent Thanks for all of the support you showed me You have my complete and total Endorsement You will win in November","","","jeff johnson  minnesota   big night  winning  republican nomination  governor    strong  well known opponent thanks     support  showed     complete  total endorsement   win  november"
"1604","Scott Walker is very special and will have another great win in November. He has done a fantastic job as Governor of Wisconsin and will always have my full support and Endorsement!","Scott Walker is very special and will have another great win in November He has done a fantastic job as Governor of Wisconsin and will always have my full support and Endorsement","","","scott walker   special    another great win  november   done  fantastic job  governor  wisconsin   always   full support  endorsement"
"1605","Congratulations to Bryan Steil on a wonderful win last night. Your will be replacing a great guy in Paul Ryan and your win in November will make the entire State of Wisconsin very proud. You have my complete and total Endorsement!","Congratulations to Bryan Steil on a wonderful win last night Your will be replacing a great guy in Paul Ryan and your win in November will make the entire State of Wisconsin very proud You have my complete and total Endorsement","","","congratulations  bryan steil   wonderful win last night    replacing  great guy  paul ryan   win  november  make  entire state  wisconsin  proud    complete  total endorsement"
"1606","Congratulations to Leah Vukmir of Wisconsin on your great win last night. You beat a very tough and good competitor and will make a fantastic Senator after winning in November against someone who has done very little. You have my complete and total Endorsement!","Congratulations to Leah Vukmir of Wisconsin on your great win last night You beat a very tough and good competitor and will make a fantastic Senator after winning in November against someone who has done very little You have my complete and total Endorsement","","","congratulations  leah vukmir  wisconsin   great win last night  beat   tough  good competitor   make  fantastic senator  winning  november  someone   done  little    complete  total endorsement"
"1607","“People who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who enters the U.S. legally.”  Chuck Schumer in 2009 before he went left and haywire!  @foxandfriends","People who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who enters the US legally  Chuck Schumer in  before he went left and haywire  ","","@foxandfriends","people  enter  united states without  permission  illegal aliens  illegal aliens    treated    people  enters  us legally  chuck schumer     went left  haywire  "
"1608","Great Republican election results last night. So far we have the team we want. 8 for 9 in Special Elections. Red Wave!","Great Republican election results last night So far we have the team we want  for  in Special Elections Red Wave","","","great republican election results last night  far    team  want     special elections red wave"
"1609","“Hope and Change in an Alabama Coal Mine” https://t.co/IwLEO9ff9X","Hope and Change in an Alabama Coal Mine ","","","hope  change   alabama coal mine "
"1610","Lou Dobbs: “This cannot go forward...this Special Counsel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!","Lou Dobbs This cannot go forwardthis Special Counsel with all of his conflicts with his  Angry Democrats without any evidence of collusion by the Trump Campaign and Russia The Dems are the ones who should be investigated Thank you Lou so true","","","lou dobbs  cannot go forwardthis special counsel     conflicts    angry democrats without  evidence  collusion   trump campaign  russia  dems   ones    investigated thank  lou  true"
